,white_locals,black_locals,winner
29385,5,2,black
29386,2,3,white
29387,1,4,white
29388,4,3,black
29389,5,4,black
29390,3,4,
29391,5,1,black
29392,3,2,black
29393,5,3,
29394,4,3,black
29395,4,4,
29396,5,3,black
29397,3,5,white
29398,4,4,white
29399,2,4,white
29400,5,3,black
29401,2,5,white
29402,3,2,black
29403,4,3,
29404,3,5,white
29405,3,3,white
29406,5,3,black
29407,4,3,black
29408,3,3,white
29409,2,5,white
29410,3,5,white
29411,3,5,white
29412,4,2,black
29413,3,3,black
29414,3,1,black
29415,4,2,black
29416,6,3,black
29417,3,4,white
29418,4,3,black
29419,1,3,white
29420,4,3,
29421,4,2,black
29422,3,5,white
29423,5,2,black
29424,5,2,black
29425,6,2,black
29426,5,3,
29427,3,2,black
29428,2,4,white
29429,3,4,white
29430,4,2,black
29431,2,5,white
29432,5,3,black
29433,3,4,
29434,5,4,black
29435,5,3,black
29436,3,4,white
29437,4,3,black
29438,3,4,white
29439,4,4,
29440,4,2,black
29441,4,4,
29442,3,4,white
29443,5,4,
29444,3,3,white
29445,3,3,black
29446,4,2,black
29447,2,5,white
29448,2,4,white
29449,1,3,white
29450,4,2,black
29451,3,2,black
29452,5,1,black
29453,3,2,black
29454,4,5,white
29455,3,6,white
29456,4,3,black
29457,1,4,white
29458,3,4,white
29459,2,5,white
29460,3,3,black
29461,4,1,black
29462,5,4,black
29463,3,2,black
29464,1,3,white
29465,3,3,black
29466,4,1,black
29467,3,5,white
29468,5,2,black
29469,4,2,black
29470,3,4,
29471,4,3,
29472,2,5,white
29473,4,4,black
29474,3,5,
29475,4,1,black
29476,4,5,
29477,5,4,
29478,3,2,black
29479,2,3,white
29480,3,3,black
29481,5,3,
29482,5,3,black
29483,4,3,black
29484,1,4,white
29485,5,2,black
29486,3,5,white
29487,4,5,
29488,4,4,
29489,4,4,
29490,3,4,white
29491,3,5,white
29492,4,4,white
29493,4,4,
29494,2,4,white
29495,5,4,
29496,2,4,white
29497,5,3,black
29498,5,1,black
29499,3,4,
29500,4,3,black
29501,4,4,white
29502,4,5,white
29503,4,3,white
29504,4,4,white
29505,4,2,black
29506,3,3,black
29507,3,5,white
29508,5,3,
29509,4,3,
29510,4,4,
29511,4,5,
29512,3,4,white
29513,5,4,
29514,4,2,black
29515,5,4,black
29516,5,4,black
29517,3,4,white
29518,2,3,white
29519,3,2,black
29520,3,4,white
29521,4,3,black
29522,0,3,white
29523,4,4,
29524,4,4,
29525,5,3,black
29526,5,2,black
29527,4,5,white
29528,3,3,white
29529,6,2,
29530,3,4,
29531,3,4,white
29532,4,2,black
29533,1,3,white
29534,4,5,
29535,4,4,white
29536,3,2,
29537,4,5,white
29538,5,2,
29539,5,4,
29540,3,1,black
29541,3,4,white
29542,2,3,white
29543,1,4,white
29544,3,3,white
29545,3,2,black
29546,4,2,black
29547,5,3,
29548,5,3,black
29549,5,4,black
29550,3,4,black
29551,3,5,white
29552,5,3,black
29553,2,3,white
29554,4,3,black
29555,3,3,white
29556,1,3,white
29557,4,4,white
29558,2,4,white
29559,4,4,
29560,4,2,black
29561,3,4,white
29562,3,4,white
29563,4,3,
29564,5,2,black
29565,3,4,
29566,4,3,black
29567,2,3,
29568,5,4,black
29569,4,4,
29570,5,4,
29571,2,5,white
29572,3,3,black
29573,2,6,white
29574,4,4,white
29575,4,4,
29576,4,4,white
29577,5,2,black
29578,5,3,
29579,5,4,
29580,4,5,
29581,4,4,
29582,3,3,white
29583,4,3,
29584,3,1,black
29585,4,3,
29586,3,3,black
29587,3,5,white
29588,5,3,
29589,4,3,black
29590,1,4,white
29591,4,2,black
29592,5,3,
29593,4,2,black
29594,4,3,black
29595,4,3,black
29596,4,3,black
29597,3,4,white
29598,2,4,white
29599,5,2,black
29600,4,2,black
29601,5,3,
29602,3,5,white
29603,3,5,white
29604,4,4,
29605,4,4,white
29606,5,3,black
29607,5,2,black
29608,3,3,
29609,3,6,white
29610,4,4,
29611,5,2,black
29612,5,2,black
29613,3,4,
29614,3,3,black
29615,2,3,
29616,4,4,white
29617,4,5,
29618,4,3,black
29619,4,3,black
29620,3,4,white
29621,1,3,white
29622,4,1,black
29623,2,3,white
29624,3,3,white
29625,5,4,
29626,2,4,white
29627,4,3,black
29628,4,2,black
29629,5,4,white
29630,4,4,
29631,4,3,black
29632,3,5,
29633,3,3,black
29634,5,2,black
29635,4,3,black
29636,2,3,white
29637,4,3,white
29638,5,3,black
29639,2,5,white
29640,4,3,
29641,3,3,white
29642,3,4,white
29643,6,1,black
29644,5,3,
29645,4,3,
29646,4,4,
29647,4,5,white
29648,3,2,black
29649,2,4,white
29650,3,6,white
29651,3,5,white
29652,4,4,black
29653,4,3,black
29654,5,2,black
29655,4,4,
29656,4,3,white
29657,4,4,black
29658,2,3,white
29659,3,4,white
29660,4,5,
29661,4,4,white
29662,4,2,black
29663,3,4,
29664,4,5,
29665,2,4,white
29666,2,3,white
29667,2,3,white
29668,3,2,
29669,3,4,black
29670,3,3,black
29671,3,5,white
29672,3,4,white
29673,2,4,white
29674,4,4,white
29675,3,3,white
29676,2,3,white
29677,2,4,white
29678,3,3,white
29679,3,2,black
29680,3,3,black
29681,5,3,white
29682,2,5,white
29683,3,4,
29684,4,4,black
29685,2,4,white
29686,2,5,
29687,4,4,
29688,2,4,white
29689,4,5,
29690,4,3,black
29691,3,5,white
29692,4,4,white
29693,4,2,black
29694,5,4,black
29695,1,4,white
29696,3,3,black
29697,5,4,black
29698,4,3,white
29699,4,2,
29700,5,1,black
29701,5,4,
29702,4,4,
29703,3,2,black
29704,4,4,white
29705,4,2,
29706,3,4,black
29707,4,3,white
29708,5,4,
29709,2,4,white
29710,4,3,black
29711,3,2,black
29712,4,3,black
29713,5,1,black
29714,5,3,black
29715,4,1,black
29716,3,5,white
29717,4,4,
29718,4,3,
29719,3,4,white
29720,4,4,black
29721,2,3,white
29722,5,4,
29723,1,4,white
29724,3,5,white
29725,5,4,black
29726,1,4,white
29727,2,4,white
29728,4,4,white
29729,3,1,black
29730,1,4,white
29731,3,3,black
29732,3,4,
29733,4,3,black
29734,3,5,
29735,2,3,white
29736,0,4,white
29737,4,4,
29738,4,4,black
29739,3,3,
29740,2,5,white
29741,5,3,
29742,3,6,white
29743,3,2,black
29744,4,4,
29745,4,4,black
29746,4,4,
29747,1,4,white
29748,6,3,black
29749,3,5,white
29750,3,3,black
29751,4,4,white
29752,3,5,white
29753,3,4,white
29754,2,3,white
29755,4,3,
29756,5,4,black
29757,4,3,black
29758,4,3,black
29759,4,3,black
29760,4,2,black
29761,3,3,black
29762,2,3,white
29763,3,5,
29764,3,1,black
29765,4,4,black
29766,4,4,white
29767,4,5,white
29768,2,4,white
29769,3,4,black
29770,2,4,white
29771,5,3,black
29772,3,5,white
29773,5,4,
29774,5,2,black
29775,1,4,white
29776,4,4,black
29777,4,5,white
29778,3,2,black
29779,4,4,
29780,3,1,black
29781,3,4,
29782,3,6,white
29783,4,3,black
29784,4,4,black
29785,3,3,white
29786,5,2,black
29787,4,3,black
29788,4,3,black
29789,1,5,white
29790,3,5,white
29791,4,3,
29792,6,2,
29793,5,3,black
29794,4,4,white
29795,3,4,white
29796,3,3,black
29797,5,2,black
29798,3,3,black
29799,4,5,white
29800,2,5,white
29801,3,2,black
29802,3,4,black
29803,1,3,white
29804,3,3,white
29805,3,1,black
29806,4,4,black
29807,4,3,black
29808,4,5,white
29809,3,5,white
29810,4,1,black
29811,2,4,white
29812,4,2,black
29813,1,5,white
29814,3,4,white
29815,4,3,
29816,4,5,white
29817,3,2,black
29818,4,3,black
29819,3,4,white
29820,5,4,
29821,3,6,black
29822,3,3,black
29823,4,4,
29824,2,5,white
29825,2,4,white
29826,4,1,black
29827,2,4,white
29828,4,2,black
29829,5,2,black
29830,3,4,
29831,4,4,
29832,4,4,black
29833,4,3,
29834,3,6,white
29835,4,3,black
29836,4,3,black
29837,4,3,
29838,3,2,black
29839,4,4,
29840,5,1,black
29841,5,4,black
29842,4,4,
29843,5,3,
29844,4,3,white
29845,4,4,white
29846,4,4,
29847,4,2,black
29848,4,4,white
29849,5,2,black
29850,5,4,black
29851,3,4,black
29852,3,2,black
29853,3,4,white
29854,2,4,white
29855,2,4,white
29856,4,5,white
29857,4,3,black
29858,5,4,
29859,4,4,black
29860,4,4,white
29861,2,5,white
29862,3,6,white
29863,4,1,black
29864,3,4,white
29865,5,3,black
29866,3,3,white
29867,3,1,black
29868,5,3,
29869,3,1,black
29870,2,3,
29871,5,4,black
29872,3,2,black
29873,4,4,black
29874,4,4,
29875,2,5,white
29876,3,3,black
29877,5,4,white
29878,3,4,white
29879,3,4,black
29880,5,3,
29881,3,4,white
29882,3,5,white
29883,4,4,white
29884,5,4,
29885,2,4,white
29886,3,4,
29887,2,3,white
29888,2,5,
29889,4,4,black
29890,4,4,white
29891,4,3,black
29892,4,4,white
29893,3,5,
29894,4,3,black
29895,2,5,white
29896,5,3,black
29897,4,3,black
29898,3,2,black
29899,3,5,white
29900,3,2,black
29901,1,3,white
29902,3,4,white
29903,3,2,black
29904,4,2,black
29905,1,4,white
29906,2,5,white
29907,4,4,
29908,4,5,white
29909,3,5,white
29910,3,4,white
29911,5,2,black
29912,5,3,black
29913,2,4,white
29914,3,4,white
29915,5,2,black
29916,2,5,white
29917,4,5,
29918,3,4,
29919,4,4,white
29920,4,5,
29921,3,4,white
29922,3,2,black
29923,2,3,white
29924,3,3,black
29925,4,3,black
29926,5,3,
29927,2,5,white
29928,3,4,white
29929,5,4,black
29930,2,3,white
29931,3,3,white
29932,4,3,black
29933,5,4,black
29934,5,2,black
29935,3,4,white
29936,4,3,
29937,6,3,black
29938,4,3,black
29939,4,2,black
29940,5,3,black
29941,3,2,black
29942,4,5,white
29943,3,2,black
29944,4,4,
29945,3,4,
29946,4,3,
29947,4,2,black
29948,5,1,black
29949,3,4,white
29950,4,4,
29951,4,3,black
29952,4,4,
29953,4,5,white
29954,4,4,white
29955,4,3,black
29956,1,4,white
29957,5,4,black
29958,4,3,black
29959,6,3,black
29960,3,3,white
29961,4,2,black
29962,5,3,black
29963,3,4,white
29964,5,2,black
29965,2,4,white
29966,5,3,black
29967,3,5,white
29968,3,5,
29969,3,3,white
29970,3,4,white
29971,4,3,black
29972,2,5,white
29973,5,3,black
29974,4,2,black
29975,3,4,white
29976,4,4,black
29977,3,4,white
29978,4,4,
29979,5,4,black
29980,2,4,white
29981,5,2,
29982,3,5,
29983,5,3,black
29984,4,4,
29985,4,5,
29986,2,4,white
29987,3,2,black
29988,3,4,white
29989,3,3,black
29990,3,3,
29991,3,1,black
29992,3,1,black
29993,1,3,white
29994,5,3,black
29995,0,3,white
29996,2,6,white
29997,4,3,white
29998,3,4,
29999,4,2,black
30000,3,1,black
30001,4,4,
30002,4,4,black
30003,4,4,black
30004,4,4,
30005,4,1,black
30006,5,4,black
30007,2,5,white
30008,3,3,white
30009,5,1,black
30010,5,2,black
30011,4,1,black
30012,5,3,black
30013,5,4,black
30014,3,4,
30015,3,4,white
30016,5,3,black
30017,4,3,black
30018,4,4,white
30019,5,2,black
30020,5,2,black
30021,3,4,
30022,4,2,black
30023,4,1,black
30024,4,2,black
30025,4,4,black
30026,4,2,black
30027,5,3,black
30028,2,4,white
30029,3,5,
30030,1,5,white
30031,2,4,
30032,1,4,white
30033,4,5,
30034,3,4,white
30035,4,2,black
30036,2,3,white
30037,4,3,black
30038,4,2,black
30039,5,4,white
30040,3,3,white
30041,5,2,black
30042,4,0,black
30043,1,3,white
30044,4,3,
30045,5,4,white
30046,4,3,black
30047,4,3,black
30048,5,2,black
30049,3,4,
30050,4,4,
30051,5,4,black
30052,3,3,black
30053,4,4,
30054,3,3,white
30055,4,4,black
30056,5,3,black
30057,4,4,white
30058,3,5,
30059,3,5,
30060,3,4,white
30061,3,5,white
30062,3,2,black
30063,3,4,white
30064,1,4,white
30065,2,3,white
30066,1,3,white
30067,4,5,white
30068,3,4,white
30069,4,4,
30070,3,1,black
30071,2,4,white
30072,4,2,black
30073,4,3,black
30074,0,3,white
30075,4,4,black
30076,1,4,white
30077,4,4,white
30078,5,3,
30079,3,3,black
30080,4,4,
30081,4,3,black
30082,4,2,black
30083,3,4,
30084,4,5,white
30085,2,4,white
30086,5,4,
30087,4,4,black
30088,3,5,
30089,1,5,white
30090,4,3,black
30091,4,3,
30092,4,3,black
30093,3,5,white
30094,5,4,black
30095,4,2,black
30096,4,5,white
30097,5,4,
30098,4,3,black
30099,5,3,black
30100,3,4,white
30101,4,1,black
30102,5,3,black
30103,3,4,white
30104,3,3,white
30105,5,3,
30106,4,2,black
30107,5,4,black
30108,3,1,black
30109,1,5,white
30110,3,5,white
30111,3,5,white
30112,3,5,white
30113,2,5,white
30114,5,4,
30115,3,4,
30116,4,4,black
30117,4,2,black
30118,1,3,white
30119,5,4,black
30120,3,4,white
30121,4,4,
30122,2,4,white
30123,1,4,white
30124,4,3,black
30125,4,2,black
30126,3,5,
30127,3,3,
30128,3,3,black
30129,1,5,white
30130,5,4,
30131,4,5,
30132,4,4,black
30133,3,2,black
30134,2,4,
30135,4,4,white
30136,5,1,black
30137,3,4,white
30138,4,5,white
30139,4,3,white
30140,3,3,white
30141,4,4,white
30142,3,1,black
30143,4,5,white
30144,3,5,white
30145,5,4,black
30146,5,4,
30147,4,5,
30148,3,3,white
30149,2,4,white
30150,3,1,black
30151,4,4,
30152,5,2,black
30153,4,2,black
30154,4,1,black
30155,5,4,black
30156,4,4,black
30157,5,4,black
30158,5,3,
30159,5,4,black
30160,4,1,black
30161,4,4,white
30162,4,3,black
30163,4,3,black
30164,2,4,white
30165,3,4,white
30166,4,3,white
30167,5,3,black
30168,4,4,white
30169,3,1,black
30170,5,4,black
30171,4,1,black
30172,5,3,black
30173,2,4,white
30174,3,4,white
30175,3,0,black
30176,3,3,black
30177,3,4,white
30178,3,4,white
30179,4,3,black
30180,5,3,black
30181,4,3,black
30182,3,4,
30183,3,4,black
30184,4,5,white
30185,2,5,white
30186,2,5,white
30187,5,2,black
30188,3,4,black
30189,2,4,white
30190,4,3,
30191,4,4,
30192,4,3,black
30193,1,4,white
30194,4,3,black
30195,5,3,
30196,5,4,black
30197,2,4,white
30198,3,5,white
30199,5,2,black
30200,3,3,
30201,3,4,white
30202,4,3,
30203,5,2,black
30204,2,5,white
30205,3,5,white
30206,5,4,
30207,4,1,black
30208,4,4,
30209,5,3,black
30210,3,4,
30211,4,4,black
30212,4,3,
30213,3,5,white
30214,5,3,black
30215,2,5,white
30216,3,2,black
30217,5,2,black
30218,4,4,white
30219,4,4,
30220,4,3,
30221,5,3,black
30222,5,2,black
30223,3,4,white
30224,4,4,
30225,6,1,black
30226,3,4,white
30227,3,3,black
30228,4,5,white
30229,5,4,black
30230,5,2,black
30231,3,5,white
30232,5,3,black
30233,4,3,black
30234,3,4,white
30235,4,4,black
30236,6,3,black
30237,3,4,white
30238,3,4,white
30239,5,2,black
30240,5,3,
30241,1,4,white
30242,5,4,
30243,5,3,black
30244,2,5,white
30245,4,4,
30246,5,4,black
30247,5,4,
30248,4,3,black
30249,3,3,black
30250,4,2,black
30251,4,2,black
30252,4,4,black
30253,5,4,black
30254,3,3,white
30255,6,0,black
30256,4,4,white
30257,4,5,
30258,4,5,black
30259,3,4,
30260,4,4,white
30261,4,1,black
30262,3,5,
30263,5,4,black
30264,4,3,black
30265,6,2,black
30266,3,2,black
30267,5,4,
30268,1,3,white
30269,4,5,black
30270,4,5,
30271,5,3,
30272,4,3,black
30273,2,5,white
30274,5,1,black
30275,5,3,black
30276,5,1,black
30277,0,4,white
30278,5,0,black
30279,4,5,
30280,4,4,white
30281,4,4,black
30282,5,4,black
30283,4,3,black
30284,5,2,
30285,4,4,black
30286,3,3,white
30287,3,5,white
30288,3,5,white
30289,3,4,white
30290,2,5,white
30291,4,4,white
30292,4,4,
30293,4,4,
30294,1,4,white
30295,3,4,white
30296,3,4,white
30297,5,2,
30298,2,6,white
30299,4,4,
30300,3,5,white
30301,4,3,black
30302,2,5,white
30303,1,4,white
30304,4,4,
30305,5,3,black
30306,3,4,white
30307,2,6,
30308,4,3,black
30309,4,4,
30310,4,4,
30311,5,4,
30312,4,4,black
30313,3,6,white
30314,4,4,white
30315,4,5,white
30316,5,3,black
30317,4,4,
30318,4,4,black
30319,6,3,black
30320,3,5,white
30321,5,1,black
30322,5,2,black
30323,4,3,white
30324,2,5,white
30325,4,4,
30326,1,3,white
30327,4,2,black
30328,3,4,white
30329,4,4,black
30330,4,5,
30331,4,4,
30332,4,5,white
30333,5,3,
30334,5,3,white
30335,5,2,black
30336,3,4,white
30337,5,4,black
30338,5,2,black
30339,4,5,black
30340,3,5,
30341,3,4,black
30342,3,3,black
30343,3,3,white
30344,2,4,white
30345,4,3,
30346,4,4,
30347,4,4,
30348,4,5,white
30349,4,4,white
30350,4,4,
30351,3,4,white
30352,3,3,black
30353,2,4,white
30354,2,5,white
30355,4,5,white
30356,3,1,black
30357,4,4,
30358,4,1,black
30359,4,2,black
30360,1,3,white
30361,4,3,black
30362,3,4,white
30363,4,2,black
30364,2,4,white
30365,6,2,black
30366,5,2,black
30367,3,1,black
30368,3,4,white
30369,3,4,white
30370,5,3,
30371,2,5,white
30372,2,4,white
30373,1,4,white
30374,5,3,
30375,3,0,black
30376,4,2,black
30377,4,4,
30378,5,2,black
30379,2,4,white
30380,4,4,
30381,4,4,
30382,3,1,black
30383,6,3,black
30384,4,4,white
30385,5,2,black
30386,4,3,black
30387,4,1,black
30388,4,3,black
30389,4,2,black
30390,4,5,white
30391,4,4,black
30392,2,5,
30393,3,3,white
30394,3,5,white
30395,3,3,white
30396,4,5,
30397,3,4,white
30398,4,4,white
30399,4,2,black
30400,5,4,black
30401,1,3,white
30402,3,2,black
30403,3,3,white
30404,2,5,white
30405,5,3,black
30406,3,4,white
30407,4,4,
30408,5,4,black
30409,3,4,white
30410,3,5,white
30411,5,3,black
30412,3,4,white
30413,5,2,black
30414,3,4,white
30415,4,4,
30416,4,4,white
30417,4,4,black
30418,4,2,black
30419,5,3,black
30420,4,3,black
30421,4,5,
30422,5,3,
30423,4,3,
30424,4,3,black
30425,5,4,black
30426,3,1,black
30427,6,2,black
30428,5,4,black
30429,4,4,
30430,4,5,
30431,6,2,black
30432,3,3,black
30433,4,4,
30434,3,4,white
30435,4,3,black
30436,3,4,
30437,3,4,white
30438,4,3,black
30439,2,3,white
30440,3,2,black
30441,4,2,black
30442,5,3,
30443,4,2,black
30444,3,4,white
30445,2,4,white
30446,5,3,black
30447,4,4,black
30448,3,3,black
30449,4,4,black
30450,3,5,
30451,3,2,black
30452,3,3,
30453,4,5,
30454,4,3,black
30455,2,5,white
30456,4,4,
30457,4,0,black
30458,4,3,black
30459,4,4,white
30460,3,5,
30461,5,3,black
30462,4,4,white
30463,4,5,
30464,4,5,white
30465,4,5,
30466,5,4,
30467,3,4,white
30468,4,3,black
30469,3,6,white
30470,4,1,black
30471,3,5,white
30472,5,3,
30473,3,3,
30474,3,4,white
30475,4,3,black
30476,4,4,black
30477,4,2,black
30478,4,4,white
30479,3,4,white
30480,3,6,white
30481,3,5,white
30482,4,2,black
30483,4,4,white
30484,4,1,black
30485,4,4,white
30486,2,5,
30487,3,5,white
30488,4,2,black
30489,3,6,white
30490,5,3,
30491,5,3,black
30492,5,2,black
30493,4,4,white
30494,5,4,
30495,3,1,black
30496,4,5,
30497,3,4,black
30498,4,2,black
30499,4,2,
30500,4,2,black
30501,3,2,
30502,4,4,white
30503,4,3,
30504,4,3,black
30505,4,4,
30506,4,5,white
30507,4,1,black
30508,3,6,white
30509,4,3,black
30510,4,4,black
30511,4,5,
30512,2,3,white
30513,3,5,white
30514,4,5,white
30515,3,2,black
30516,3,5,white
30517,4,3,black
30518,2,5,
30519,4,2,
30520,4,5,white
30521,2,4,white
30522,4,3,
30523,4,3,black
30524,4,3,black
30525,4,4,
30526,5,4,
30527,4,3,black
30528,4,4,
30529,4,3,white
30530,5,4,black
30531,5,3,black
30532,5,3,white
30533,4,2,black
30534,4,5,
30535,4,4,black
30536,6,2,black
30537,4,3,white
30538,4,4,white
30539,0,4,white
30540,4,4,
30541,2,4,white
30542,2,3,white
30543,3,4,
30544,4,1,black
30545,3,3,black
30546,5,3,black
30547,3,2,black
30548,3,3,white
30549,3,4,
30550,4,3,black
30551,4,5,
30552,5,2,black
30553,4,3,black
30554,1,5,white
30555,4,4,
30556,4,4,
30557,4,2,black
30558,4,4,
30559,3,4,white
30560,4,4,
30561,4,3,black
30562,5,3,
30563,4,3,black
30564,4,4,white
30565,1,4,white
30566,5,3,black
30567,6,3,black
30568,4,5,white
30569,5,3,black
30570,4,3,black
30571,2,5,
30572,1,4,white
30573,4,4,black
30574,3,4,white
30575,2,4,white
30576,4,3,white
30577,4,2,black
30578,0,4,white
30579,4,4,black
30580,2,4,white
30581,4,4,white
30582,3,2,black
30583,3,5,white
30584,5,3,
30585,3,4,
30586,4,4,
30587,4,3,black
30588,4,4,white
30589,4,1,black
30590,3,3,white
30591,4,4,white
30592,5,4,
30593,4,4,white
30594,5,3,black
30595,4,3,black
30596,4,2,black
30597,4,2,black
30598,2,5,white
30599,5,4,black
30600,3,5,
30601,3,3,white
30602,5,3,white
30603,5,4,black
30604,2,3,white
30605,4,4,
30606,4,4,black
30607,4,3,black
30608,4,3,black
30609,5,2,black
30610,5,3,
30611,3,3,black
30612,4,4,white
30613,5,3,black
30614,3,4,black
30615,3,4,
30616,3,5,
30617,4,5,black
30618,5,3,black
30619,4,4,
30620,2,3,white
30621,6,3,black
30622,3,4,black
30623,6,2,black
30624,5,4,black
30625,5,3,black
30626,3,3,white
30627,4,4,
30628,4,4,white
30629,4,3,black
30630,5,3,black
30631,3,3,white
30632,4,4,black
30633,3,6,white
30634,4,4,white
30635,3,6,black
30636,3,4,white
30637,2,5,white
30638,3,4,white
30639,2,4,white
30640,3,4,white
30641,4,5,black
30642,5,3,black
30643,3,5,white
30644,2,4,white
30645,4,5,
30646,4,2,black
30647,4,3,black
30648,4,4,white
30649,4,4,
30650,5,3,
30651,5,2,black
30652,1,3,white
30653,4,3,
30654,4,3,white
30655,4,3,black
30656,4,2,black
30657,5,3,black
30658,5,3,
30659,4,3,black
30660,3,4,white
30661,2,4,white
30662,5,3,black
30663,4,4,white
30664,5,2,black
30665,4,3,
30666,4,4,white
30667,4,4,black
30668,4,3,black
30669,5,2,black
30670,4,2,black
30671,4,4,white
30672,5,4,
30673,4,3,
30674,3,2,black
30675,3,4,
30676,4,5,
30677,3,3,white
30678,5,3,black
30679,5,3,
30680,2,5,white
30681,4,5,white
30682,2,5,white
30683,4,3,black
30684,3,4,white
30685,5,4,black
30686,5,4,white
30687,5,3,white
30688,3,2,black
30689,5,4,
30690,5,2,black
30691,5,4,
30692,4,3,black
30693,3,5,white
30694,1,5,white
30695,4,5,white
30696,4,1,black
30697,4,5,white
30698,5,3,black
30699,3,3,white
30700,4,5,black
30701,4,2,black
30702,2,5,white
30703,5,4,
30704,3,4,
30705,1,5,white
30706,3,4,white
30707,6,3,black
30708,3,4,black
30709,1,3,white
30710,4,0,black
30711,3,4,
30712,4,1,black
30713,5,4,
30714,5,3,white
30715,3,4,black
30716,5,3,black
30717,4,2,black
30718,5,3,black
30719,3,5,white
30720,4,5,white
30721,3,2,black
30722,5,3,black
30723,3,3,white
30724,4,5,white
30725,5,4,black
30726,4,4,black
30727,3,4,
30728,5,4,black
30729,4,1,black
30730,2,7,white
30731,4,4,
30732,3,3,
30733,3,1,black
30734,4,4,
30735,3,5,white
30736,4,4,
30737,0,4,white
30738,5,4,
30739,4,4,white
30740,1,4,white
30741,3,2,black
30742,4,3,black
30743,3,4,white
30744,4,5,white
30745,3,2,black
30746,4,3,black
30747,5,4,black
30748,4,3,
30749,3,3,white
30750,4,4,
30751,3,5,white
30752,4,4,white
30753,5,4,
30754,4,3,
30755,4,3,
30756,3,4,white
30757,4,4,
30758,3,1,black
30759,5,3,white
30760,3,5,white
30761,4,5,
30762,3,3,
30763,6,1,black
30764,3,4,white
30765,1,3,white
30766,5,3,black
30767,5,2,black
30768,3,4,
30769,1,4,white
30770,3,5,white
30771,3,4,
30772,4,3,
30773,4,5,black
30774,4,3,white
30775,3,5,
30776,5,3,black
30777,5,4,black
30778,2,5,white
30779,3,5,black
30780,2,4,white
30781,4,1,black
30782,3,5,white
30783,3,4,black
30784,4,3,white
30785,3,4,white
30786,4,4,
30787,2,4,white
30788,4,5,white
30789,5,3,black
30790,3,5,
30791,2,3,white
30792,3,5,white
30793,3,2,black
30794,2,5,white
30795,4,4,black
30796,2,5,white
30797,5,3,black
30798,4,3,black
30799,4,2,black
30800,4,3,black
30801,2,5,white
30802,5,3,black
30803,5,2,black
30804,3,6,black
30805,5,2,black
30806,5,2,black
30807,5,4,
30808,1,4,white
30809,4,3,black
30810,3,2,black
30811,4,3,
30812,4,5,black
30813,5,4,
30814,6,3,black
30815,3,1,black
30816,4,3,black
30817,3,4,white
30818,2,3,white
30819,5,2,black
30820,4,4,
30821,4,4,black
30822,4,3,black
30823,2,5,white
30824,3,5,
30825,3,3,black
30826,4,1,black
30827,5,3,black
30828,3,4,white
30829,2,5,white
30830,4,3,black
30831,3,4,white
30832,3,5,
30833,4,4,white
30834,4,3,black
30835,4,4,
30836,3,3,white
30837,3,5,
30838,3,4,white
30839,5,2,black
30840,3,3,white
30841,4,4,white
30842,4,2,black
30843,5,2,black
30844,5,4,black
30845,5,2,
30846,4,4,
30847,5,3,black
30848,3,1,black
30849,4,4,white
30850,3,2,black
30851,4,3,black
30852,3,4,white
30853,4,2,black
30854,4,3,white
30855,2,5,white
30856,4,2,
30857,4,4,black
30858,3,3,white
30859,2,4,
30860,4,3,black
30861,3,3,black
30862,3,4,
30863,5,4,black
30864,5,1,black
30865,5,3,black
30866,3,1,black
30867,5,3,black
30868,2,3,white
30869,5,3,black
30870,5,3,black
30871,3,3,
30872,4,4,black
30873,4,2,black
30874,5,4,black
30875,3,1,black
30876,3,2,black
30877,3,4,white
30878,4,4,black
30879,3,3,white
30880,4,3,
30881,5,2,
30882,5,1,black
30883,4,3,black
30884,3,4,
30885,5,3,black
30886,1,3,white
30887,4,3,black
30888,4,5,
30889,2,5,
30890,4,4,
30891,3,5,white
30892,4,5,
30893,3,3,white
30894,1,5,white
30895,4,5,white
30896,5,2,black
30897,4,3,black
30898,1,3,white
30899,5,3,
30900,6,3,black
30901,5,3,black
30902,4,1,black
30903,2,5,white
30904,4,4,
30905,1,3,white
30906,3,3,black
30907,2,5,white
30908,3,4,white
30909,2,3,white
30910,4,3,
30911,3,5,white
30912,5,3,
30913,4,3,black
30914,2,4,white
30915,4,4,
30916,5,2,black
30917,4,3,white
30918,4,3,black
30919,4,4,black
30920,4,2,black
30921,4,3,white
30922,4,4,white
30923,2,4,white
30924,3,4,white
30925,5,2,black
30926,4,2,black
30927,4,3,black
30928,6,2,black
30929,3,2,black
30930,5,2,black
30931,5,4,white
30932,5,3,black
30933,4,3,
30934,2,3,white
30935,1,3,white
30936,3,5,white
30937,1,4,white
30938,5,3,
30939,4,3,black
30940,4,4,black
30941,5,4,black
30942,4,0,black
30943,3,4,white
30944,5,3,
30945,3,3,white
30946,3,4,white
30947,5,2,black
30948,4,4,
30949,5,2,black
30950,5,3,white
30951,3,4,black
30952,2,3,white
30953,4,4,
30954,3,2,black
30955,4,2,black
30956,3,2,black
30957,4,4,white
30958,4,4,
30959,4,4,
30960,2,4,white
30961,4,4,black
30962,4,3,black
30963,2,3,white
30964,4,4,white
30965,5,0,black
30966,2,4,white
30967,4,2,black
30968,4,4,white
30969,3,4,white
30970,0,4,white
30971,3,5,white
30972,2,3,white
30973,3,4,white
30974,4,3,
30975,4,5,
30976,3,3,black
30977,3,5,
