,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
199,"(4, 7)","(7, 6)","(6, 8)","(8, 5)","(5, 6)","(6, 5)","(5, 1)","(1, 2)","(2, 0)","(0, 2)","(2, 2)","(2, 7)","(7, 1)","(1, 5)","(5, 5)","(5, 0)","(0, 5)","(5, 3)","(3, 6)","(6, 4)","(4, 6)","(6, 7)","(7, 5)","(5, 8)","(8, 3)","(3, 5)","(5, 7)","(7, 8)","(8, 6)","(6, 2)","(2, 3)","(3, 4)","(4, 8)","(8, 7)","(7, 3)","(3, 1)","(1, 1)","(1, 6)","(6, 6)","(6, 3)","(3, 7)","(7, 0)","(0, 8)","(8, 0)","(0, 3)","(3, 3)","(5, 4)","(1, 7)","(7, 4)","(0, 0)","(0, 7)","(8, 2)","(2, 8)","(8, 4)","(2, 6)","(0, 6)","(0, 4)","(1, 3)","(1, 0)","(1, 4)","(8, 1)","(8, 8)",,,,,,,,,,,,,,,,,,,
200,"(8, 5)","(5, 7)","(7, 8)","(8, 0)","(0, 5)","(5, 8)","(8, 1)","(1, 7)","(7, 0)","(0, 2)","(2, 3)","(3, 3)","(3, 0)","(0, 4)","(4, 6)","(6, 3)","(3, 2)","(2, 2)","(2, 4)","(4, 5)","(5, 0)","(0, 6)","(6, 0)","(1, 1)","(1, 8)","(8, 6)","(6, 4)","(4, 8)","(8, 3)","(3, 6)","(6, 6)","(6, 5)","(5, 6)","(6, 1)","(1, 0)","(5, 3)","(3, 5)","(5, 2)","(2, 7)","(7, 6)","(6, 8)","(8, 2)","(2, 0)","(3, 4)","(4, 0)","(1, 6)","(7, 3)","(3, 8)","(8, 4)","(4, 1)","(1, 4)","(4, 2)","(2, 6)","(3, 7)","(7, 7)","(7, 1)","(5, 4)","(5, 1)","(7, 5)","(5, 5)",,,,,,,,,,,,,,,,,,,,,
201,"(0, 7)","(7, 5)","(5, 4)","(4, 8)","(8, 3)","(3, 2)","(2, 0)","(0, 4)","(4, 1)","(1, 5)","(5, 0)","(0, 5)","(5, 8)","(8, 0)","(0, 0)","(0, 6)","(6, 8)","(8, 2)","(2, 1)","(1, 7)","(7, 2)","(2, 2)","(2, 5)","(8, 6)","(6, 2)","(2, 8)","(8, 4)","(4, 7)","(7, 8)","(8, 7)","(7, 6)","(6, 3)","(3, 1)","(1, 1)","(1, 2)","(2, 7)","(7, 1)","(1, 3)","(3, 8)","(8, 1)","(1, 0)","(0, 2)","(2, 4)","(4, 0)","(3, 5)","(6, 0)","(1, 4)","(4, 2)","(2, 6)","(6, 5)","(6, 7)","(7, 7)","(7, 4)","(4, 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"(8, 4)","(4, 2)","(2, 3)","(3, 7)","(7, 8)","(8, 7)","(7, 6)","(6, 2)","(2, 7)","(7, 3)","(3, 0)","(0, 2)","(2, 0)","(0, 5)","(5, 7)","(7, 7)","(7, 5)","(5, 2)","(2, 1)","(1, 1)","(1, 5)","(5, 1)","(1, 0)","(0, 6)","(6, 3)","(3, 8)","(8, 6)","(6, 7)","(7, 2)","(2, 6)","(6, 0)","(0, 3)","(3, 5)","(5, 6)","(6, 1)","(1, 2)","(2, 4)","(4, 1)","(1, 6)","(6, 8)","(8, 0)","(0, 0)","(1, 7)","(3, 2)","(6, 6)","(5, 8)","(8, 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"(4, 2)","(2, 3)","(3, 1)","(1, 5)","(5, 7)","(7, 8)","(8, 7)","(7, 7)","(7, 1)","(1, 8)","(8, 0)","(0, 1)","(1, 0)","(0, 3)","(3, 0)","(0, 0)","(0, 6)","(6, 0)","(0, 5)","(5, 1)","(1, 1)","(1, 7)","(7, 0)","(0, 8)","(8, 3)","(3, 6)","(6, 5)","(5, 4)","(4, 8)","(8, 8)","(8, 4)","(4, 0)","(0, 4)","(4, 4)","(4, 7)","(7, 2)","(2, 2)","(2, 1)","(1, 3)","(3, 3)","(3, 2)","(2, 4)","(4, 1)","(1, 2)","(2, 6)","(6, 2)","(2, 5)","(5, 0)","(0, 7)","(7, 5)","(5, 3)","(2, 7)","(4, 5)","(5, 2)","(8, 5)","(6, 1)","(0, 2)",,,,,,,,,,,,,,,,,,,,,,,,
204,"(8, 6)","(6, 3)","(3, 2)","(2, 8)","(8, 2)","(2, 5)","(5, 3)","(3, 6)","(6, 5)","(5, 6)","(6, 2)","(2, 6)","(6, 1)","(1, 4)","(4, 8)","(8, 1)","(1, 1)","(1, 2)","(2, 4)","(4, 3)","(3, 3)","(3, 5)","(5, 2)","(2, 0)","(0, 8)","(8, 4)","(4, 5)","(5, 5)","(5, 8)","(8, 8)","(8, 0)","(0, 1)","(1, 8)","(8, 5)","(5, 1)","(1, 3)","(3, 8)","(8, 3)","(3, 0)","(0, 7)","(7, 5)","(5, 0)","(0, 2)","(2, 7)","(7, 6)","(6, 6)","(6, 8)","(0, 6)","(0, 0)","(0, 5)","(5, 7)","(7, 4)","(4, 7)","(7, 7)","(7, 3)","(3, 1)","(1, 7)","(7, 8)","(7, 2)","(0, 4)","(4, 6)","(3, 7)","(7, 0)","(1, 5)",,,,,,,,,,,,,,,,,
205,"(0, 8)","(8, 8)","(8, 4)","(4, 4)","(4, 6)","(6, 8)","(8, 6)","(6, 3)","(3, 1)","(1, 2)","(2, 2)","(2, 0)","(0, 4)","(4, 7)","(7, 2)","(2, 1)","(1, 7)","(7, 6)","(6, 6)","(6, 2)","(2, 6)","(6, 5)","(5, 0)","(0, 2)","(2, 5)","(5, 8)","(8, 0)","(0, 5)","(5, 1)","(1, 8)","(8, 1)","(1, 0)","(0, 1)","(1, 1)","(0, 7)","(7, 1)","(3, 3)","(3, 7)","(7, 7)","(7, 0)","(3, 0)","(5, 7)","(7, 4)","(4, 5)","(5, 2)","(2, 3)","(3, 8)","(8, 3)","(3, 5)","(3, 4)","(4, 1)","(2, 4)","(4, 0)","(2, 7)","(7, 8)","(8, 2)","(4, 8)","(8, 7)","(7, 5)","(3, 2)","(3, 6)","(4, 2)","(8, 5)","(4, 3)",,,,,,,,,,,,,,,,,
206,"(4, 2)","(2, 8)","(8, 2)","(2, 3)","(3, 8)","(8, 4)","(4, 8)","(8, 7)","(7, 4)","(4, 3)","(3, 7)","(7, 8)","(8, 0)","(0, 0)","(0, 7)","(7, 6)","(6, 7)","(7, 1)","(1, 3)","(3, 0)","(0, 8)","(8, 3)","(3, 4)","(4, 7)","(7, 3)","(3, 6)","(6, 3)","(3, 3)","(1, 0)","(0, 4)","(4, 4)","(4, 5)","(5, 2)","(2, 4)","(4, 0)","(0, 3)","(7, 5)","(5, 1)","(1, 8)","(8, 6)","(6, 0)","(0, 6)","(6, 5)","(5, 4)","(8, 1)","(1, 4)","(2, 1)","(1, 7)","(1, 5)","(5, 5)","(5, 7)","(2, 5)","(5, 0)","(6, 1)","(1, 6)",,,,,,,,,,,,,,,,,,,,,,,,,,
207,"(7, 1)","(1, 5)","(5, 1)","(1, 8)","(8, 3)","(3, 4)","(4, 0)","(0, 0)","(0, 1)","(1, 7)","(7, 3)","(3, 8)","(8, 6)","(6, 7)","(7, 2)","(2, 0)","(0, 8)","(8, 7)","(7, 7)","(7, 0)","(0, 5)","(5, 0)","(0, 7)","(7, 6)","(6, 2)","(2, 5)","(5, 7)","(7, 8)","(8, 8)","(8, 2)","(2, 7)","(7, 5)","(5, 3)","(3, 1)","(1, 4)","(4, 5)","(5, 5)","(5, 4)","(4, 8)","(8, 0)","(0, 4)","(4, 4)","(4, 1)","(1, 1)","(1, 2)","(2, 8)","(8, 4)","(4, 7)","(7, 4)","(4, 2)","(2, 3)","(3, 5)","(5, 6)","(6, 5)","(5, 2)","(2, 2)","(3, 6)","(6, 3)","(3, 2)","(8, 1)","(1, 6)","(6, 6)","(6, 1)","(6, 4)","(4, 3)","(3, 0)","(4, 6)",,,,,,,,,,,,,,
208,"(6, 8)","(8, 6)","(6, 5)","(5, 1)","(1, 8)","(8, 0)","(0, 7)","(7, 3)","(3, 6)","(6, 0)","(0, 6)","(6, 7)","(7, 2)","(2, 0)","(0, 4)","(4, 4)","(4, 6)","(6, 2)","(2, 2)","(2, 6)","(6, 1)","(1, 1)","(1, 0)","(0, 2)","(2, 1)","(1, 6)","(6, 3)","(3, 5)","(5, 2)","(2, 7)","(7, 5)","(5, 6)","(6, 4)","(4, 5)","(5, 8)","(8, 4)","(4, 2)","(2, 3)","(3, 1)","(1, 5)","(5, 4)","(4, 3)","(3, 3)","(3, 0)","(0, 5)","(5, 3)","(3, 2)","(0, 0)","(0, 3)","(3, 4)","(8, 8)","(8, 3)","(3, 7)","(7, 7)","(7, 1)","(1, 4)","(5, 7)","(7, 6)","(7, 8)","(5, 5)","(5, 0)","(1, 7)","(3, 8)",,,,,,,,,,,,,,,,,,
209,"(0, 4)","(4, 2)","(2, 2)","(2, 6)","(6, 5)","(5, 6)","(6, 1)","(1, 7)","(7, 8)","(8, 3)","(3, 4)","(4, 6)","(6, 7)","(7, 6)","(6, 2)","(2, 1)","(1, 8)","(8, 6)","(6, 6)","(6, 4)","(4, 5)","(5, 2)","(2, 8)","(8, 4)","(4, 0)","(0, 3)","(3, 5)","(5, 1)","(1, 1)","(1, 3)","(3, 2)","(2, 3)","(3, 3)","(1, 5)","(5, 3)","(7, 0)","(0, 1)","(1, 4)","(4, 1)","(5, 5)","(5, 0)","(0, 2)","(2, 7)","(7, 1)","(7, 7)","(7, 4)","(4, 8)","(8, 1)","(7, 5)","(5, 4)","(4, 7)","(7, 2)","(2, 0)","(0, 0)","(0, 7)","(8, 7)","(4, 4)","(6, 0)","(2, 5)","(6, 8)",,,,,,,,,,,,,,,,,,,,,
210,"(4, 2)","(2, 8)","(8, 0)","(0, 7)","(7, 8)","(8, 5)","(5, 3)","(3, 5)","(5, 6)","(6, 1)","(1, 1)","(1, 2)","(2, 5)","(5, 5)","(5, 7)","(7, 2)","(2, 1)","(1, 7)","(7, 3)","(3, 1)","(1, 5)","(5, 1)","(1, 0)","(0, 5)","(5, 8)","(8, 8)","(8, 6)","(6, 7)","(7, 5)","(2, 0)","(0, 2)","(2, 2)","(2, 6)","(6, 5)","(6, 6)","(6, 8)","(8, 2)","(2, 7)","(7, 1)","(1, 3)","(3, 3)","(3, 7)","(7, 0)","(0, 1)","(1, 4)","(4, 5)","(4, 8)","(8, 3)","(3, 8)","(8, 7)","(7, 4)","(4, 4)","(4, 1)","(1, 6)","(6, 4)","(4, 6)","(6, 3)","(3, 6)","(6, 0)","(0, 8)","(8, 4)",,,,,,,,,,,,,,,,,,,,
211,"(2, 6)","(6, 2)","(2, 0)","(0, 3)","(3, 3)","(3, 6)","(6, 0)","(0, 8)","(8, 8)","(8, 0)","(0, 6)","(6, 3)","(3, 1)","(1, 6)","(6, 7)","(7, 4)","(4, 0)","(0, 5)","(5, 8)","(8, 5)","(5, 5)","(5, 4)","(4, 8)","(8, 2)","(2, 8)","(8, 3)","(3, 5)","(5, 1)","(1, 5)","(5, 2)","(2, 1)","(1, 4)","(4, 4)","(2, 3)","(3, 4)","(0, 4)","(1, 3)","(6, 1)","(1, 0)","(7, 8)","(8, 1)","(1, 2)","(2, 5)","(5, 0)","(7, 0)","(6, 5)","(8, 4)","(7, 3)","(2, 7)","(7, 1)","(6, 4)","(6, 8)","(8, 7)","(7, 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"(0, 1)","(1, 8)","(8, 5)","(5, 2)","(2, 2)","(2, 7)","(7, 1)","(1, 0)","(0, 5)","(5, 8)","(8, 2)","(2, 1)","(1, 1)","(1, 3)","(3, 1)","(1, 5)","(5, 6)","(6, 3)","(3, 4)","(4, 8)","(8, 6)","(6, 0)","(0, 7)","(7, 5)","(5, 7)","(7, 7)","(7, 0)","(0, 2)","(2, 5)","(5, 0)","(0, 6)","(6, 6)","(0, 0)","(0, 3)","(3, 8)","(8, 7)","(7, 6)","(4, 1)","(1, 6)","(2, 6)","(4, 0)","(0, 4)","(4, 6)","(3, 3)","(3, 7)","(7, 4)","(4, 2)","(2, 8)","(8, 1)","(1, 2)","(8, 3)","(7, 3)","(5, 5)","(5, 4)","(4, 7)","(4, 5)","(8, 8)","(4, 3)","(0, 8)","(4, 4)",,,,,,,,,,,,,,,,,,,,,
213,"(1, 7)","(7, 8)","(8, 6)","(6, 1)","(1, 3)","(3, 3)","(3, 1)","(1, 4)","(4, 2)","(2, 3)","(3, 5)","(5, 4)","(4, 7)","(7, 4)","(4, 0)","(0, 4)","(4, 3)","(3, 4)","(4, 1)","(1, 0)","(0, 1)","(1, 6)","(6, 6)","(6, 7)","(7, 5)","(5, 6)","(6, 3)","(3, 8)","(8, 7)","(7, 3)","(3, 0)","(0, 3)","(3, 6)","(6, 8)","(8, 5)","(5, 3)","(3, 7)","(7, 6)","(6, 5)","(5, 5)","(2, 5)","(0, 2)","(2, 6)","(6, 0)","(0, 7)","(7, 2)","(2, 0)","(0, 6)","(6, 2)","(2, 1)","(1, 2)","(2, 2)","(2, 4)","(8, 8)","(8, 2)","(2, 7)","(8, 1)","(1, 5)","(6, 4)","(8, 0)","(2, 8)",,,,,,,,,,,,,,,,,,,,
214,"(8, 5)","(5, 7)","(7, 5)","(5, 6)","(6, 4)","(4, 3)","(3, 5)","(5, 8)","(8, 1)","(1, 5)","(0, 4)","(4, 8)","(8, 0)","(0, 6)","(6, 0)","(0, 7)","(7, 6)","(6, 2)","(2, 3)","(3, 1)","(1, 7)","(7, 7)","(7, 4)","(4, 1)","(1, 1)","(1, 4)","(4, 5)","(2, 1)","(1, 3)","(3, 3)","(3, 2)","(2, 5)","(4, 0)","(0, 0)","(0, 1)","(1, 8)","(8, 4)","(4, 7)","(7, 0)","(0, 8)","(8, 2)","(2, 8)","(6, 5)","(6, 1)","(1, 0)","(2, 2)","(3, 4)","(4, 6)","(6, 8)","(7, 1)","(1, 2)","(3, 8)","(7, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"(4, 5)","(5, 0)","(0, 6)","(6, 8)","(8, 4)","(4, 4)","(4, 8)","(8, 5)","(5, 8)","(8, 1)","(1, 8)","(8, 2)","(2, 8)","(8, 6)","(6, 0)","(0, 0)","(0, 4)","(4, 1)","(1, 7)","(7, 3)","(3, 7)","(7, 4)","(4, 2)","(2, 2)","(2, 1)","(1, 4)","(1, 0)","(0, 1)","(1, 6)","(6, 7)","(7, 6)","(6, 1)","(7, 8)","(8, 0)","(0, 7)","(7, 0)","(0, 8)","(5, 6)","(6, 6)","(6, 4)","(5, 7)","(7, 7)","(7, 5)","(5, 4)","(2, 5)","(5, 1)","(2, 6)","(3, 8)","(2, 4)","(3, 6)","(2, 7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"(0, 2)","(2, 8)","(8, 3)","(3, 4)","(4, 5)","(5, 3)","(3, 3)","(3, 5)","(5, 4)","(4, 7)","(7, 2)","(2, 1)","(1, 8)","(8, 7)","(7, 6)","(6, 6)","(6, 7)","(7, 5)","(5, 8)","(8, 2)","(2, 7)","(7, 7)","(7, 3)","(3, 7)","(7, 1)","(1, 7)","(7, 0)","(0, 3)","(3, 8)","(8, 1)","(1, 3)","(3, 2)","(2, 0)","(0, 4)","(4, 1)","(1, 4)","(4, 0)","(0, 6)","(6, 2)","(2, 4)","(4, 3)","(3, 1)","(1, 1)","(1, 0)","(0, 7)","(6, 3)","(6, 4)","(4, 2)","(2, 6)","(6, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"(0, 7)","(7, 0)","(0, 3)","(3, 5)","(5, 6)","(6, 0)","(0, 1)","(1, 5)","(5, 5)","(5, 3)","(3, 6)","(6, 3)","(3, 3)","(3, 4)","(4, 4)","(4, 8)","(8, 1)","(1, 4)","(4, 3)","(3, 2)","(2, 0)","(0, 4)","(4, 0)","(0, 2)","(2, 1)","(1, 3)","(3, 8)","(8, 8)","(8, 2)","(2, 8)","(8, 6)","(6, 7)","(7, 8)","(8, 4)","(4, 2)","(2, 3)","(3, 7)","(7, 3)","(2, 7)","(7, 2)","(2, 5)","(5, 7)","(7, 5)","(5, 2)","(2, 6)","(6, 5)","(5, 0)","(0, 5)","(5, 4)","(4, 7)","(7, 7)","(7, 4)","(4, 5)","(5, 8)","(8, 3)","(2, 4)","(6, 4)","(8, 7)","(7, 1)","(0, 0)","(0, 6)","(6, 2)","(2, 2)","(7, 6)","(6, 8)","(8, 0)","(0, 8)","(6, 1)",,,,,,,,,,,,,
218,"(2, 0)","(0, 4)","(4, 5)","(5, 8)","(8, 7)","(7, 0)","(0, 6)","(6, 1)","(1, 3)","(3, 6)","(6, 0)","(0, 8)","(8, 1)","(1, 4)","(4, 1)","(1, 5)","(5, 0)","(0, 7)","(7, 1)","(1, 2)","(2, 4)","(4, 8)","(8, 3)","(3, 5)","(5, 1)","(1, 7)","(7, 2)","(2, 3)","(3, 0)","(0, 2)","(2, 8)","(8, 5)","(5, 7)","(7, 5)","(5, 6)","(6, 2)","(0, 5)","(5, 5)","(5, 4)","(4, 2)","(8, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"(0, 5)","(5, 6)","(6, 5)","(5, 5)","(5, 3)","(3, 0)","(0, 3)","(3, 4)","(4, 7)","(7, 0)","(0, 8)","(8, 3)","(3, 3)","(3, 5)","(5, 7)","(7, 1)","(1, 3)","(3, 6)","(6, 0)","(0, 7)","(7, 2)","(2, 3)","(3, 2)","(2, 1)","(1, 6)","(6, 1)","(1, 7)","(7, 8)","(8, 0)","(0, 2)","(2, 2)","(2, 7)","(7, 3)","(3, 1)","(1, 2)","(2, 8)","(8, 1)","(1, 5)","(5, 1)","(1, 8)","(8, 2)","(2, 5)","(5, 2)","(2, 4)","(4, 8)","(7, 5)","(5, 8)","(0, 4)","(4, 4)","(4, 3)","(3, 8)","(7, 7)","(7, 4)","(4, 0)","(0, 6)","(6, 4)","(4, 1)","(1, 4)","(1, 0)","(0, 1)","(6, 6)","(6, 2)","(3, 7)","(7, 6)","(6, 3)","(5, 0)","(5, 4)",,,,,,,,,,,,,,
220,"(2, 6)","(6, 0)","(0, 3)","(3, 1)","(1, 0)","(0, 5)","(5, 4)","(4, 2)","(2, 5)","(5, 1)","(1, 6)","(6, 3)","(3, 7)","(7, 5)","(5, 0)","(0, 2)","(2, 3)","(3, 4)","(4, 6)","(6, 5)","(5, 7)","(7, 2)","(2, 1)","(1, 8)","(8, 6)","(6, 1)","(1, 2)","(2, 2)","(2, 4)","(4, 3)","(3, 8)","(8, 2)","(8, 1)","(1, 7)","(7, 4)","(4, 5)","(5, 8)","(8, 5)","(7, 3)","(3, 6)","(6, 7)","(7, 8)","(8, 8)","(8, 7)","(8, 3)","(3, 5)","(4, 4)","(4, 8)","(8, 4)","(0, 8)","(8, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"(7, 4)","(4, 8)","(8, 4)","(4, 1)","(1, 2)","(2, 2)","(2, 6)","(6, 5)","(5, 0)","(0, 8)","(8, 5)","(5, 6)","(6, 6)","(6, 3)","(3, 4)","(4, 2)","(2, 5)","(5, 4)","(4, 6)","(6, 2)","(2, 4)","(4, 4)","(4, 5)","(5, 5)","(5, 8)","(8, 3)","(3, 1)","(1, 8)","(8, 2)","(2, 3)","(3, 5)","(5, 7)","(7, 2)","(2, 7)","(7, 6)","(6, 7)","(5, 1)","(1, 5)","(5, 2)","(2, 0)","(0, 2)","(2, 8)","(8, 7)","(3, 8)","(8, 8)","(3, 2)","(2, 1)","(1, 4)","(4, 0)","(0, 5)","(6, 1)","(1, 7)","(6, 8)","(3, 6)","(6, 0)","(0, 7)","(0, 6)","(6, 4)","(4, 3)","(3, 0)","(0, 3)","(3, 3)","(0, 4)",,,,,,,,,,,,,,,,,,
222,"(8, 2)","(2, 4)","(4, 6)","(6, 1)","(1, 8)","(8, 1)","(1, 0)","(0, 5)","(5, 8)","(8, 7)","(7, 7)","(7, 3)","(3, 5)","(5, 1)","(1, 6)","(6, 2)","(2, 1)","(1, 4)","(4, 0)","(0, 1)","(1, 5)","(5, 6)","(6, 8)","(8, 4)","(4, 4)","(4, 1)","(1, 3)","(3, 4)","(4, 3)","(3, 0)","(0, 0)","(0, 8)","(7, 8)","(7, 4)","(3, 7)","(7, 2)","(2, 5)","(5, 2)","(2, 6)","(6, 7)","(7, 5)","(5, 4)","(0, 3)","(3, 8)","(6, 5)","(0, 7)","(7, 1)","(0, 6)","(6, 6)","(6, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"(2, 3)","(3, 1)","(1, 3)","(3, 6)","(6, 7)","(7, 6)","(6, 3)","(3, 0)","(0, 8)","(8, 4)","(4, 4)","(4, 5)","(5, 4)","(4, 8)","(8, 3)","(3, 2)","(2, 1)","(1, 0)","(0, 3)","(4, 2)","(2, 2)","(2, 8)","(8, 8)","(8, 5)","(5, 2)","(2, 6)","(6, 8)","(8, 6)","(6, 1)","(1, 2)","(2, 4)","(7, 4)","(8, 0)","(0, 5)","(5, 7)","(7, 0)","(0, 1)","(1, 6)","(6, 4)","(1, 8)","(8, 1)","(1, 5)","(5, 0)","(0, 4)","(0, 2)","(2, 7)","(7, 7)","(7, 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"(2, 4)","(4, 2)","(2, 0)","(0, 6)","(6, 7)","(7, 0)","(0, 7)","(7, 6)","(6, 8)","(8, 6)","(6, 5)","(5, 4)","(4, 6)","(6, 0)","(0, 3)","(3, 7)","(7, 1)","(1, 3)","(3, 0)","(0, 0)","(0, 1)","(1, 6)","(6, 6)","(4, 7)","(7, 7)","(7, 8)","(8, 2)","(2, 5)","(5, 3)","(3, 4)","(4, 4)","(4, 3)","(3, 1)","(1, 4)","(4, 8)","(8, 3)","(3, 3)","(3, 2)","(2, 7)","(7, 4)","(4, 1)","(1, 7)","(1, 5)","(5, 7)","(0, 2)","(2, 3)","(3, 8)","(8, 1)","(1, 1)","(1, 2)","(2, 8)","(8, 8)","(8, 7)","(3, 6)","(8, 0)","(0, 8)","(8, 4)","(4, 5)","(5, 2)","(0, 4)","(4, 0)",,,,,,,,,,,,,,,,,,,,
225,"(2, 6)","(6, 1)","(1, 5)","(5, 4)","(4, 2)","(2, 2)","(2, 4)","(4, 3)","(3, 0)","(0, 0)","(0, 6)","(6, 7)","(7, 7)","(7, 6)","(6, 0)","(0, 8)","(8, 5)","(5, 8)","(8, 7)","(7, 3)","(3, 2)","(2, 3)","(3, 8)","(8, 2)","(2, 5)","(5, 2)","(2, 7)","(7, 0)","(0, 7)","(4, 1)","(1, 3)","(3, 6)","(6, 8)","(8, 6)","(6, 4)","(4, 0)","(0, 3)","(3, 7)","(4, 5)","(5, 5)","(8, 3)","(3, 3)","(3, 4)","(4, 7)","(2, 0)","(0, 2)","(2, 8)","(8, 4)","(4, 4)","(4, 6)","(1, 8)","(1, 7)","(1, 0)","(0, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"(1, 7)","(7, 1)","(1, 0)","(0, 6)","(6, 0)","(0, 5)","(5, 8)","(8, 4)","(4, 0)","(0, 4)","(4, 6)","(6, 3)","(3, 1)","(1, 2)","(2, 5)","(5, 3)","(3, 5)","(5, 0)","(0, 1)","(1, 4)","(4, 4)","(4, 2)","(2, 3)","(3, 0)","(0, 7)","(7, 0)","(0, 3)","(3, 3)","(3, 2)","(2, 0)","(0, 0)","(0, 8)","(8, 7)","(7, 5)","(5, 6)","(6, 4)","(4, 7)","(7, 7)","(7, 4)","(4, 5)","(5, 7)","(7, 6)","(6, 7)","(7, 3)","(3, 7)","(3, 4)","(4, 1)","(1, 1)","(1, 6)","(6, 2)","(2, 4)","(8, 2)","(3, 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"(3, 1)","(1, 7)","(7, 3)","(3, 8)","(8, 8)","(8, 4)","(4, 5)","(5, 6)","(6, 7)","(7, 7)","(7, 4)","(4, 2)","(2, 5)","(5, 7)","(7, 6)","(6, 2)","(2, 2)","(2, 1)","(1, 6)","(6, 1)","(1, 8)","(8, 7)","(7, 2)","(2, 8)","(8, 5)","(5, 1)","(1, 0)","(0, 7)","(3, 6)","(6, 0)","(0, 6)","(2, 3)","(3, 2)","(2, 7)","(2, 4)","(4, 1)","(1, 4)","(4, 6)","(3, 4)","(4, 3)","(8, 1)","(5, 2)","(2, 0)","(0, 5)","(5, 3)","(5, 0)","(0, 1)","(8, 6)","(4, 7)","(2, 6)","(4, 0)","(0, 2)","(8, 3)","(8, 0)","(0, 0)","(0, 8)","(8, 2)","(4, 4)",,,,,,,,,,,,,,,,,,,,,,,
228,"(8, 6)","(6, 5)","(5, 0)","(0, 2)","(2, 0)","(0, 8)","(8, 4)","(4, 7)","(7, 4)","(4, 4)","(4, 3)","(3, 0)","(0, 7)","(7, 5)","(5, 6)","(6, 0)","(0, 5)","(5, 3)","(3, 1)","(1, 4)","(4, 6)","(6, 1)","(1, 1)","(1, 2)","(2, 6)","(6, 3)","(3, 8)","(8, 7)","(7, 2)","(2, 5)","(5, 1)","(1, 0)","(0, 1)","(1, 6)","(6, 7)","(7, 1)","(4, 5)","(5, 5)","(5, 8)","(8, 5)","(5, 4)","(4, 1)","(7, 7)","(7, 0)","(0, 4)","(2, 8)","(8, 0)","(3, 4)","(6, 8)","(8, 1)","(2, 7)","(7, 3)","(3, 2)","(2, 4)","(3, 5)","(2, 2)","(6, 4)","(7, 8)","(8, 8)","(6, 6)",,,,,,,,,,,,,,,,,,,,,
229,"(4, 2)","(2, 2)","(2, 3)","(3, 8)","(8, 8)","(8, 2)","(2, 5)","(5, 1)","(1, 7)","(7, 1)","(1, 8)","(8, 6)","(6, 1)","(1, 2)","(2, 6)","(6, 7)","(7, 6)","(6, 0)","(0, 4)","(4, 1)","(1, 5)","(5, 2)","(2, 4)","(4, 8)","(8, 1)","(1, 6)","(6, 2)","(1, 0)","(0, 7)","(7, 0)","(0, 8)","(8, 3)","(3, 0)","(0, 6)","(6, 6)","(6, 5)","(5, 4)","(4, 6)","(6, 3)","(3, 6)","(6, 4)","(4, 0)","(0, 5)","(5, 6)","(5, 7)","(7, 2)","(3, 2)","(0, 1)","(1, 1)","(1, 3)","(3, 7)","(3, 1)","(0, 3)","(3, 5)","(5, 0)","(4, 5)","(5, 3)","(3, 3)","(3, 4)","(4, 4)",,,,,,,,,,,,,,,,,,,,,
230,"(1, 4)","(4, 8)","(8, 3)","(3, 8)","(8, 8)","(8, 0)","(0, 3)","(3, 5)","(5, 4)","(4, 0)","(0, 1)","(1, 1)","(1, 8)","(8, 4)","(4, 2)","(2, 7)","(7, 4)","(4, 4)","(5, 0)","(0, 7)","(7, 7)","(7, 8)","(8, 7)","(7, 1)","(1, 0)","(0, 4)","(6, 8)","(8, 6)","(6, 4)","(7, 0)","(0, 5)","(5, 7)","(7, 3)","(3, 0)","(0, 2)","(2, 2)","(2, 5)","(5, 1)","(3, 2)","(2, 3)","(3, 3)","(3, 4)","(8, 5)","(5, 8)","(8, 1)","(2, 0)","(0, 6)","(6, 3)","(7, 6)","(6, 1)","(5, 3)","(5, 5)","(5, 2)","(2, 4)","(2, 1)","(0, 8)","(8, 2)","(2, 8)","(6, 7)","(7, 5)","(5, 6)","(6, 6)","(6, 0)","(0, 0)","(7, 2)",,,,,,,,,,,,,,,,
